"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"1565347_s_at",96.8772,122.476,125.811,116.993,141.696,137.396,182.837,190.894,202.728,161.951,174.578,180.351,94.221,118.763,142.214,168.67,174.609,137.449,247.04,234.594,252.71,258.104,250.573,289.153
"1565358_at",20.5608,58.7126,80.0393,41.1552,46.3573,55.6805,43.3205,34.0569,79.9248,39.9298,33.7121,52.4707,99.2728,73.4902,46.3609,63.815,34.8359,37.666,30.8074,65.385,20.8531,39.5434,54.7197,28.8038
"1565389_s_at",57.365,11.7258,66.1114,98.4303,63.6107,15.0815,11.3881,99.7204,22.8747,28.4385,56.2225,13.9444,16.5636,77.2603,24.9386,19.5348,23.7946,26.1675,23.3667,48.1755,33.8691,22.7858,10.7673,10.4896
"1565406_a_at",10.2436,9.32926,19.3919,19.3234,12.9873,3.1104,17.3296,41.8013,4.01915,19.2261,8.19144,7.81041,3.29005,2.56563,2.01706,1.85663,5.59897,27.8423,23.0044,2.5793,36.5956,4.8283,3.86296,44.2703
"1565407_at",33.7925,7.9594,3.50406,3.20217,3.22656,22.0364,6.21574,6.38922,19.0722,19.0212,6.71859,7.21479,16.2318,7.6226,6.83809,14.7365,8.64015,4.24825,7.42481,3.43841,3.31374,3.07318,1.57373,3.0738
"1565424_at",26.2546,1.44359,4.27241,12.3489,4.73125,3.37059,3.72858,4.68553,1.29466,11.7469,1.99348,2.20366,8.18283,23.0411,2.10046,4.40502,6.85327,1.10686,2.34949,5.09869,8.83229,20.1034,2.11111,3.13831
"1565436_s_at",32.052,100.461,106.32,61.435,87.9106,50.4299,104.509,82.8989,84.1242,75.9376,88.0852,139.161,67.316,69.1227,47.9743,90.9389,92.8596,50.7139,122.873,78.3468,76.5973,114.375,103.241,75.7338
"1565446_at",3.51749,20.9208,0.411263,4.31018,8.2143,2.38063,5.06395,9.15989,3.04439,0.826361,3.35972,12.2712,3.51444,12.5347,11.8284,0.756046,4.78292,2.39223,25.5134,13.7566,0.731258,3.7031,14.4568,5.8617
"1565454_at",253.759,340.592,343.848,174.828,228.77,231.224,218.995,312.675,236.101,413.01,296.6,377.754,288.896,246.415,233.031,225.418,287.632,333.555,295.558,297.481,199.58,228.093,244.747,254.097
"1565483_at",118.761,150.909,24.2675,96.8914,74.611,42.8646,74.8476,78.8137,67.0009,75.7146,108.251,102.987,78.3548,60.2457,34.9802,91.7986,44.9833,105.184,60.4427,92.3671,73.7258,70.6072,77.8767,94.9825
"1565484_x_at",49.9309,92.7466,57.8756,34.5508,93.2692,88.9629,72.8527,212.446,97.6465,63.3545,85.0898,80.7844,72.032,121.121,62.738,58.4158,99.8867,120.254,56.2409,74.7927,30.319,85.0804,53.3454,51.8425
"1565495_at",107.091,117.799,101.485,85.6334,141.665,77.5167,95.7611,61.9237,88.9201,100.088,83.3258,69.1717,51.504,115.733,77.952,55.1836,95.0841,66.0055,59.8924,65.3388,19.1045,92.1419,91.8429,69.2862
"1565525_a_at",31.7616,78.5348,44.8632,34.0902,71.4857,28.8829,59.9508,44.8723,33.6808,32.3426,4.03337,48.8027,45.8381,49.7375,29.1691,43.6479,6.19394,33.6375,50.9449,48.2625,5.74357,49.8712,33.2029,42.5433
"1565527_x_at",7.39282,14.0553,8.44186,14.8026,11.7814,7.64828,9.62118,6.42553,8.05085,6.86844,7.15632,24.4372,12.6478,8.44807,10.6898,7.3625,11.4475,8.07631,24.3408,12.0388,9.46265,5.21052,3.51537,4.23275
"1565535_x_at",44.4027,62.6175,45.4425,40.731,49.5357,30.4362,51.9406,82.102,50.4718,81.2358,48.7893,36.286,76.7561,70.5542,54.0057,100.377,67.253,85.3025,51.9778,52.786,34.3106,46.657,56.8065,27.1159
"1565537_at",25.4548,30.2541,33.1663,15.3135,12.8704,13.7648,13.0498,19.5092,32.4741,24.1483,20.6464,30.2192,18.5111,23.9103,17.6836,18.2566,35.0004,17.5225,17.5572,32.2831,33.3245,30.6618,17.8306,28.7317
"1565544_at",1.39802,5.01942,0.743916,2.05438,1.4954,14.8162,1.53653,6.6428,0.530788,2.05685,4.99596,3.24917,2.03996,2.12297,2.84092,0.581526,2.3438,2.47686,2.01946,0.899024,1.70251,1.85258,3.43719,1.63086
"1565546_at",18.9756,3.13646,13.9412,4.42283,17.7281,4.59136,1.47164,2.79367,4.447,19.6732,4.0225,18.2046,11.0694,25.2132,13.8842,4.7734,5.31477,3.59577,4.59812,11.7999,7.64658,24.3297,4.40337,17.194
"1565549_at",34.3566,10.8828,9.28434,26.7398,35.8308,6.30268,17.3428,9.22524,9.85643,64.8081,50.1467,77.2158,30.4035,6.52239,13.7898,21.414,72.4416,12.9951,4.87449,6.91282,41.3132,55.6106,39.0933,9.29364
"1565554_at",32.5905,18.9587,24.5927,63.3205,10.7851,22.8333,39.597,37.4055,66.4645,10.6408,7.16164,58.1055,15.988,84.2314,23.5421,24.6381,68.1952,7.90881,5.00297,9.33115,6.0838,6.7757,51.4549,40.2714
"1565556_at",25.5414,16.3991,66.2669,6.99229,4.37569,10.9494,52.2576,24.9098,36.8597,40.9332,33.0143,100.065,10.7787,17.6691,25.9275,8.30687,16.8404,14.899,35.1839,66.142,17.9261,11.323,9.14402,12.1569
"1565557_at",27.9639,53.5337,104.037,84.0692,94.05,115.889,24.3554,64.3704,35.1831,64.318,36.7045,37.9235,51.4586,29.6982,107.509,62.8637,54.045,88.7051,65.1605,89.71,60.9058,19.4978,55.765,29.3208
"1565558_at",186.797,212.156,172.885,182.211,116.642,132.742,83.4429,63.5598,31.3563,51.6216,43.3777,20.1333,187.034,173.528,147.915,161.417,175.442,151.917,65.8956,26.6524,37.7591,66.2179,55.3733,34.7389
"1565559_at",65.4911,63.4238,34.2641,6.32409,26.8783,2.3317,41.5695,39.5746,63.6496,60.7676,15.9238,59.6649,30.7531,46.5623,48.018,38.8931,27.0616,55.0238,31.3127,12.0095,47.8732,33.7215,40.5578,35.199
"1565562_at",60.2958,41.0647,44.5516,25.248,53.3589,20.2052,54.248,37.3132,61.9838,21.5013,67.1409,7.05236,21.8329,62.3431,53.3772,6.4482,17.3318,52.5373,20.9287,17.4947,6.37387,15.0099,35.4414,55.8052
"1565563_at",1.73803,17.3715,0.490901,2.17582,7.51301,7.81038,1.79503,13.7387,0.293427,6.97901,31.8498,8.41229,8.21583,0.525936,6.16705,2.24256,2.58936,1.63626,29.1585,2.46576,3.62064,1.49508,1.55671,12.7319
"1565565_at",2.67073,0.815951,2.13002,2.56624,1.65365,1.06979,2.51738,2.99495,1.19776,0.627276,1.59632,27.6251,1.48231,1.77029,14.5805,0.867042,1.39991,6.86741,1.7279,1.48352,1.01009,1.91302,9.12322,1.69945
"1565566_a_at",119.666,78.556,74.6073,84.0089,67.587,85.9494,57.6258,57.3206,59.1132,66.4667,71.6861,72.1974,95.1045,89.1785,55.5298,65.0932,55.3964,98.472,73.8258,43.9757,57.6173,45.6324,54.6571,47.7063
"1565567_at",126.783,129.425,118.904,97.8993,100.402,132.815,99.6368,111.128,117.743,94.8192,86.9566,107.781,86.8713,126.616,85.777,106.486,118.346,128.923,73.1101,53.9232,101.002,72.2402,89.1758,85.7469
"1565576_at",18.2957,23.9279,73.499,76.2735,93.1123,81.3417,19.079,115.822,109.713,13.1929,92.2061,109.198,110.481,121.032,19.5948,49.5363,140.421,14.0751,87.1837,116.383,15.7512,112.278,134.256,52.2067
"1565577_s_at",105.968,103.527,103.077,115.121,109.78,163.871,89.1423,83.826,93.9588,73.5008,96.5535,62.8649,124.683,85.2229,141.166,77.3301,100.308,92.2122,91.0628,76.1685,58.5175,74.2846,95.2207,78.0674
"1565578_at",6.95198,9.91271,1.9417,21.9351,1.23062,1.55559,0.750943,1.40008,5.92484,5.44692,20.2251,11.8351,3.459,1.47511,22.9109,4.61195,2.12343,29.4226,2.2716,31.4588,25.3194,28.0194,4.07238,4.3633
"1565579_at",34.5314,4.24062,49.0621,39.8781,19.3513,43.1752,67.1873,66.2837,49.223,18.9246,20.9833,79.7189,26.056,45.5725,47.0878,91.416,2.01307,28.3787,65.0814,59.0117,11.4154,54.7523,27.8785,75.9835
"1565580_s_at",77.8315,4.28427,33.9869,16.1143,48.8359,18.8444,39.0965,16.7999,31.489,32.6239,21.2057,59.7791,35.1974,18.8972,10.4878,16.135,64.2724,24.7466,65.9741,99.1681,12.2563,6.6242,61.6759,43.7024
"1565581_at",22.9642,28.5262,38.9545,39.4315,14.0022,33.7845,3.65528,9.74865,23.385,55.5538,19.1827,59.5819,32.1498,51.7992,21.6527,17.2224,8.28218,25.8688,15.6616,4.2311,19.8413,20.8396,15.2397,62.284
"1565582_at",27.087,38.9765,53.6076,47.6307,4.48648,3.13892,40.0748,3.40969,73.0099,45.4405,32.1355,9.64787,54.2482,20.8327,34.685,46.3204,11.8629,2.5826,7.05041,21.5959,20.8993,4.82708,51.8135,51.2123
"1565583_at",15.1197,8.34738,13.6643,10.4327,13.2393,10.8168,12.1753,7.3795,6.58028,6.91513,7.68794,10.0667,6.27955,12.8249,6.50668,5.75119,15.7213,10.2123,3.95664,12.3979,19.0744,6.57158,5.36657,4.03964
"1565585_at",1.90926,4.25386,5.0063,5.60616,1.28253,4.50441,1.36035,1.74383,4.27741,6.13861,11.4922,2.39181,6.78951,3.67633,25.2304,3.82446,6.55501,4.2241,1.1832,13.3874,2.8912,4.27172,1.18439,5.46866
"1565587_at",51.2701,83.6994,42.0526,41.2601,64.6761,51.4899,34.1614,72.4635,56.5116,125.75,37.5526,84.0987,37.6325,16.1673,56.7823,3.44319,36.7447,158.384,36.5238,92.746,28.6543,62.6838,75.9496,20.9572
"1565588_at",1.49558,32.2994,46.5351,3.3137,34.7782,36.2418,13.7583,6.7438,19.2445,4.98401,45.1181,37.0894,4.99652,27.9962,27.177,38.0986,27.4993,7.36807,29.3175,12.1153,2.4885,35.3951,1.5263,29.0945
"1565595_at",139.109,115.296,209.251,114.477,120.67,125.418,119.851,118.85,91.3712,131.132,107.225,122.924,154.374,136.545,151.007,97.536,146.95,93.0212,115.092,148.943,98.9709,108.38,100.081,111.313
"1565596_at",24.9268,2.48213,1.19423,3.791,2.20389,1.03055,1.86068,16.0542,31.1487,4.40645,3.53006,8.64988,22.9208,4.82363,10.5181,1.94511,10.6857,8.24489,1.6258,24.2017,3.67344,5.44232,4.96273,17.9154
"1565597_at",5.96924,19.9316,28.934,2.58126,4.59258,11.4871,39.4289,7.74706,4.75457,4.53289,24.5592,18.5948,16.1179,21.8874,1.45965,25.5805,28.1286,7.68129,7.04565,52.9419,23.1024,8.47587,8.60231,7.91736
"1565598_at",46.1213,6.47981,12.5664,30.74,12.9644,2.49142,43.0331,70.4289,18.0287,52.2832,44.6036,35.5136,30.5738,30.3932,16.533,48.7434,42.4909,35.6461,42.5747,29.3893,65.7761,30.1455,50.2842,47.6299
"1565599_at",45.148,10.1279,23.7137,15.867,2.67556,25.139,31.5158,38.3485,7.21401,36.4535,51.0168,29.6342,24.3994,8.19358,48.1974,52.7621,34.4776,27.7896,40.2711,21.3733,12.3502,17.0396,15.802,5.39606
"1565601_at",4.74038,6.56876,3.0152,9.0841,18.1665,4.18266,6.23262,31.4346,3.15355,21.4279,19.8223,4.84376,5.10235,6.20216,3.50737,4.85992,7.06148,17.8804,25.1415,27.6311,36.0346,22.0871,9.4276,41.07
"1565602_at",29.1168,4.19274,2.08429,3.45438,29.4107,1.29839,25.6637,9.40024,22.8167,18.3753,23.1282,31.7746,0.517987,11.8707,3.24877,2.31847,1.81135,19.7397,16.7445,8.45089,15.275,22.2539,37.485,40.2218
"1565603_at",147.626,118.351,130.401,102.433,166.221,95.2777,110.582,144.273,22.3551,131.791,109.397,99.5286,86.5711,155.168,99.212,110.198,89.9995,155.156,158.886,196.621,103.641,132.578,109.457,141.316
"1565604_at",4.96099,9.86382,11.1029,10.236,13.8728,4.67332,13.4522,57.3939,5.14759,22.5581,12.7855,11.8847,5.16935,20.097,15.5888,10.7883,21.6743,20.7867,15.9949,34.1159,5.42471,11.9785,73.9695,12.934
"1565608_at",7.73246,61.3816,6.58213,1.74759,33.4645,12.4356,31.8345,29.5003,16.3085,3.29877,29.4912,17.7281,19.4333,46.123,2.54547,2.10439,26.1813,19.983,29.2613,17.1143,28.7372,22.3213,17.6109,1.21559
"1565610_at",21.703,60.9659,85.7067,26.1068,84.3001,55.7921,25.309,29.7225,54.3089,84.5583,116.559,83.4545,17.2214,64.6364,51.0018,34.6392,8.42618,7.19728,48.3669,49.1431,64.4845,72.016,65.8759,25.0021
"1565611_at",137.994,101.13,167.172,92.2949,61.3762,91.1263,48.1128,177.08,146.418,113.837,126.738,181.379,109.435,135.105,92.7099,82.3238,167.829,170.648,119.605,145.443,92.4641,57.4186,52.5247,126.788
"1565612_at",46.4126,65.5073,49.779,30.9793,40.9464,51.9663,57.7037,52.3711,44.4257,47.2262,49.3248,71.619,52.4198,38.9774,59.1236,42.6936,48.0522,43.2258,50.4542,43.3478,38.582,41.6144,49.2944,37.6788
"1565613_at",15.2225,44.1987,8.57743,7.7109,36.4822,4.52168,3.80345,4.30983,30.86,14.7087,4.5953,25.9368,36.155,7.11277,5.45911,4.68554,12.1879,39.4373,3.98268,31.1069,25.2151,3.14962,22.8029,12.9067
"1565614_at",20.5728,20.6459,2.44357,0.689711,7.64034,2.60157,18.522,22.1236,1.58745,16.141,0.962748,1.60363,12.5317,3.11189,0.425817,1.2368,13.4988,12.2153,14.2245,1.87098,0.987771,2.6125,7.41569,10.9412
"1565616_at",1.75197,7.75286,2.97291,5.65613,24.786,1.20897,2.19047,5.49463,4.079,1.18272,17.9189,4.84758,26.2952,3.65763,1.26829,10.1233,3.39354,1.82464,1.35454,0.943908,13.7575,3.16901,4.20686,22.9753
"1565617_at",92.8599,74.059,148.452,149.561,16.1757,92.9949,24.5737,49.9109,45.4091,133.034,124.521,22.4548,96.1752,34.5718,13.6203,15.5826,117.106,165.211,90.9338,17.7773,72.2853,69.2102,11.9226,94.8814
"1565618_at",5.56231,6.16157,6.95537,2.83101,5.94285,5.23057,3.53513,9.58883,5.24957,15.1684,5.05219,5.29328,3.82552,6.28254,2.58245,3.90139,7.68591,3.76004,4.57018,6.53999,6.57345,6.54844,3.87631,5.06381
"1565620_at",43.8783,39.2611,14.7338,38.0419,44.3356,55.2824,64.3648,79.2071,88.0367,100.664,77.1887,106.004,37.8016,52.7364,55.5356,40.1119,50.2101,82.6706,107.357,91.1688,121.515,73.8435,105.575,79.5036
"1565621_at",55.7475,22.211,6.38327,23.054,35.4234,39.2973,3.55434,24.7845,3.85872,24.1252,17.8217,32.2046,44.0464,24.2751,2.5103,40.332,13.2677,23.846,2.95012,45.2074,32.1096,7.20061,3.58613,1.55607
"1565627_a_at",157.928,148.696,112.758,161.408,220.477,227.86,194.533,153.475,193.15,220.694,189.013,140.205,151.433,169.515,183.867,123.534,150.427,207.096,159.19,179.048,161.048,177.876,137.243,178.488
"1565628_at",62.6431,10.2972,28.106,20.1088,33.8866,52.0147,54.558,36.9196,39.2847,3.81494,61.3378,33.6794,25.1464,32.1996,8.63267,39.1497,14.4048,16.643,62.9031,25.2487,10.0635,24.5925,69.407,32.4473
"1565633_at",0.492995,8.56872,0.573049,0.835509,1.44956,6.57324,3.72428,3.20792,6.05506,4.97501,12.1817,7.74641,20.4004,11.8034,24.3933,1.09153,22.3797,2.15675,2.14241,0.709665,4.57553,25.1776,9.11425,2.38593
"1565635_at",38.9422,38.3254,50.2671,12.4885,16.0111,36.2291,3.2207,3.34697,27.707,33.787,5.39754,24.9918,28.3068,17.3949,9.84628,37.5926,50.0057,29.1598,63.4354,12.8563,13.5533,26.8848,18.0537,12.59
"1565637_at",1.88377,1.49868,5.28428,6.44951,3.33175,4.01535,4.30559,3.97171,1.60262,16.2138,2.99105,1.60729,1.37031,0.896339,0.807317,30.0305,6.43556,28.4558,10.004,24.132,2.49888,0.907464,5.58976,20.9082
"1565638_at",25.7056,33.0038,9.8828,28.9217,21.4284,3.31217,15.8522,26.7915,29.8718,20.7418,27.6931,15.6258,19.8664,9.67139,12.5034,22.9898,18.9006,31.5649,37.1535,17.4871,18.2631,40.2524,25.3981,33.955
"1565639_a_at",12.243,46.2257,13.0087,8.31479,34.0064,12.2748,44.7332,11.5214,55.9617,81.2757,13.5562,83.8601,12.3662,33.4068,9.33235,71.5964,26.8273,69.2019,27.5194,5.15871,12.271,23.1318,24.345,6.31882
"1565641_at",142.56,112.06,105.104,151.111,129.243,182.804,132.684,153.16,105.979,139.515,150.91,152.576,203.098,183.286,145.028,145.449,172.211,152.927,104.476,93.3516,121.914,147.84,136.917,168.693
"1565644_at",6.05807,48.3922,24.0632,24.3333,15.9461,28.0669,24.3577,46.0022,32.7947,11.528,6.93593,41.9125,41.1645,22.3045,13.1048,21.9681,56.3332,64.1839,10.2256,24.8404,63.7752,7.51061,35.3204,48.2854
"1565650_at",1.49198,15.7065,6.67214,1.84182,4.70769,18.504,1.48731,4.34105,28.5012,30.9253,2.22024,2.64785,38.7866,5.93818,23.9346,3.59699,3.03702,7.91004,3.15645,7.68964,1.72581,4.91349,2.57696,4.95442
"1565651_at",273.248,218.257,224.505,175.547,262.755,271.573,160.995,219.889,231.958,217.224,148.146,317.411,246.634,265.522,259.362,229.868,297.239,274.646,299.364,252.391,288.77,195.036,248.407,202.91
"1565653_at",4.72851,3.28325,2.42959,8.05148,15.538,7.00607,3.47766,3.13614,16.861,8.23351,2.37409,34.8625,2.41262,41.6563,9.55531,9.56017,17.4436,4.23911,2.77661,3.63888,40.4054,9.64272,24.5456,1.36942
"1565656_x_at",5.41927,3.17023,2.6452,16.4777,3.69624,30.5332,1.18159,24.879,10.0474,40.418,2.26214,51.1196,8.64893,6.39715,7.14613,40.3646,4.9928,7.21526,20.9257,12.073,21.7229,17.2086,4.05594,23.9069
"1565657_at",6.90923,4.57937,14.0087,7.85843,6.32413,11.0526,0.376399,17.3867,1.4894,0.732571,6.5969,9.50476,22.3237,1.22463,16.9316,0.495367,12.7548,7.11225,1.63083,0.868956,17.8196,1.9454,16.5099,8.50883
"1565659_at",14.6333,30.4395,11.8049,10.3693,43.3047,33.5075,24.0925,16.1118,16.0921,33.8181,32.1254,25.5348,12.1484,19.2016,13.608,52.2594,25.5523,28.3153,45.6543,19.4651,11.2345,67.695,52.1143,30.4623
"1565660_at",96.8614,80.2248,27.2767,111.473,97.048,18.5866,60.8828,107.15,12.9,44.3888,14.5663,70.9035,133.936,49.3239,96.6291,96.9227,24.9773,83.729,83.0789,42.4019,7.67821,96.7533,60.5124,32.9846
"1565661_x_at",59.9781,125.856,126.603,86.202,68.7004,78.7904,48.2589,130.912,43.584,51.0323,49.7266,71.2623,63.6114,74.9987,60.9506,55.9256,92.8945,75.6173,65.5571,93.4432,63.231,113.973,62.4262,68.3487
"1565662_at",38.3942,72.7429,37.1459,65.9261,5.82053,34.651,37.9641,49.7342,41.7326,34.1816,62.3808,11.1342,71.4668,69.401,53.8071,52.5509,124.035,40.8955,83.6497,69.418,98.4968,38.4187,17.1327,92.667
"1565666_s_at",4.97185,34.5971,8.1745,15.1757,0.955155,1.53159,7.28111,7.38693,1.39903,1.07792,5.08969,4.25302,3.74743,7.74905,6.44503,29.8666,39.4946,3.79761,9.76566,12.8614,2.42285,2.65915,1.59263,4.59412
"1565668_at",10.6155,36.0635,11.5531,3.65855,9.30317,19.1632,27.1642,22.3313,19.0738,8.59829,1.54658,3.59774,2.8757,4.7435,22.3993,23.8084,11.4012,55.0555,41.5555,12.9083,44.0895,34.9005,28.2674,10.5004
"1565669_at",7.897,17.4506,16.5823,17.585,8.64653,8.11254,14.1097,7.72002,13.217,31.5208,8.58427,11.065,11.6741,14.9685,12.6044,11.6364,6.30384,13.596,8.59169,14.1923,2.78387,10.1414,68.2929,7.24509
"1565671_a_at",3.78064,3.90711,6.93014,4.15426,5.2585,9.18965,6.41858,4.80376,8.02411,4.6785,5.12596,10.4021,9.98677,7.87503,4.03129,4.25964,9.20127,6.54515,5.41844,14.3531,5.25545,3.67706,3.55771,6.78879
"1565672_at",82.3523,89.6476,126.027,75.3896,90.6843,94.3598,87.2874,72.3801,122.688,114.738,110.422,122.215,103.23,80.6381,87.7288,64.6119,107.418,171.745,71.2452,147.838,53.3298,170.883,67.58,79.957
"1565673_at",17.1702,3.47891,1.82639,2.67182,0.968797,14.1125,2.27187,1.91731,18.6853,3.4783,4.58811,13.7387,0.808623,6.71413,15.4818,1.02796,1.525,2.08995,7.67605,25.757,11.2477,23.7748,2.05854,11.8582
"1565674_at",31.0752,4.8225,52.9898,59.3642,68.3589,16.9109,11.0864,12.2625,7.77466,143.504,34.4597,15.9537,55.9996,49.8905,4.54061,14.1898,16.3064,69.826,22.3218,4.38091,30.0057,18.2315,11.0834,27.0066
"1565677_at",5.76559,6.53202,9.62343,3.06828,6.71189,6.6103,3.66058,9.00394,7.48317,8.46405,4.13994,9.36693,5.55824,9.31459,7.80334,4.51276,5.25644,5.08748,3.95822,16.0486,6.74018,6.24538,4.01402,4.83211
"1565680_at",38.2046,44.7713,53.9934,92.393,32.1215,14.0705,40.1923,47.7607,11.9424,47.4637,29.3419,14.3763,87.3358,29.3636,68.9915,29.4431,69.4195,79.6666,56.5978,35.6158,71.1476,44.8911,82.5559,50.2476
"1565681_s_at",458.246,478.702,446.224,302.546,244.363,297.452,71.3119,160.216,63.5469,78.7279,53.2023,127.395,326.885,344.29,318.008,283.569,271.838,287.811,84.0916,97.1511,115.906,121.092,134.712,97.1566
"1565684_at",6.11305,44.6434,35.0572,8.22109,8.24443,39.9846,25.0538,37.3501,26.65,28.8782,34.4148,61.7916,44.2273,10.3468,20.684,36.4445,46.091,57.7372,3.97142,2.61303,50.2826,21.5149,15.0959,34.4776
"1565685_at",10.4264,3.36686,8.84036,3.34394,9.64495,10.8603,7.09267,3.28989,8.0879,20.1347,9.37879,21.1071,7.20857,27.8984,0.708603,2.98788,24.6142,2.3814,10.8688,20.8673,2.91932,2.38674,25.4666,5.41401
"1565689_at",21.4865,86.1107,41.9846,71.3478,39.8198,68.0813,88.8927,43.8924,50.602,15.822,64.0854,30.9284,11.3261,40.4312,43.5023,21.9788,64.8508,50.0785,17.6623,31.994,42.355,36.13,52.2209,37.0576
"1565690_at",46.4386,28.5195,47.6154,49.4006,34.0799,36.8446,28.1369,54.4278,42.4284,21.6802,28.7909,34.175,44.0685,20.6192,16.7956,25.8731,9.7485,36.5862,8.37609,45.4899,46.6404,33.1967,51.6185,32.9613
"1565692_at",81.5823,75.3385,34.5563,82.754,73.5058,51.701,75.3209,37.9175,37.0042,4.25492,9.22505,51.3598,52.2522,62.9321,71.4579,58.9408,81.9991,114.01,67.0773,12.6813,68.5994,56.2251,11.297,48.5899
"1565693_at",38.2186,7.98745,25.8392,1.64235,35.1636,18.216,27.6541,14.7912,41.0076,10.6602,5.46149,49.4865,17.5885,58.82,64.2227,41.9299,37.0742,50.1384,31.1312,50.4864,31.4971,16.0704,36.7844,28.9161
"1565694_at",113.955,58.424,80.0674,38.0539,79.2648,46.9863,62.8614,105.908,81.9937,136.624,51.8799,125.473,80.6995,68.9305,64.063,73.8547,85.2235,16.2735,65.0307,103.409,49.6622,68.2869,56.4709,48.5744
"1565696_at",71.8452,143.148,75.5173,85.6141,56.9297,57.7291,19.1959,114.19,93.0614,130.905,113.884,113.888,84.7872,108.881,77.4197,89.9838,15.9186,11.1438,118.548,74.946,9.97929,68.0012,77.7602,86.9715
"1565697_at",15.6826,9.74905,14.226,8.10043,11.7642,49.5645,4.28211,13.7079,16.4161,11.5584,36.2808,4.86862,14.397,11.2583,16.348,46.0695,23.2303,30.8726,6.47849,8.83047,9.7628,10.285,12.5363,10.0518
"1565698_at",24.818,11.3576,4.22966,3.58525,2.27297,5.50838,1.18844,2.72084,2.59944,4.26883,15.2348,19.3842,2.96764,8.76669,1.62209,1.05819,14.8064,10.1983,23.4318,2.16491,9.04524,29.5461,4.32256,2.97677
"1565699_at",13.0693,33.2768,19.454,5.30221,6.2832,29.1829,19.9991,39.7943,32.9956,22.6014,2.34589,19.5848,23.7333,3.19329,6.71823,18.0204,22.5504,7.80124,5.15844,17.7586,19.1566,2.56369,1.60476,5.33049
"1565700_at",43.3872,23.2074,9.07886,36.9681,6.4536,46.7222,1.57089,20.6784,22.1833,3.15746,6.19321,42.8199,7.5313,52.6235,10.1923,8.92873,21.5127,4.84982,31.5388,3.38171,35.1141,29.2318,2.66652,6.624
"1565701_at",53.2363,16.3287,14.3013,9.0602,6.16412,20.7217,8.48207,14.2084,16.1857,10.9148,13.8628,12.7764,8.12808,33.6961,39.0992,11.7077,25.4558,9.14614,8.42503,12.6749,7.75133,20.7957,9.5018,9.24508
"1565702_at",2.35313,8.13639,19.9678,38.4423,16.8755,2.22202,32.85,13.7125,41.486,27.5928,2.97355,3.46688,39.8275,3.40322,21.6153,7.91034,17.3135,47.4124,34.027,23.579,6.09827,10.4712,14.222,1.9727
"1565703_at",73.899,99.6884,54.3312,65.2039,75.3813,89.2112,34.5258,57.0241,79.9325,29.2023,38.5858,55.8958,33.5565,65.3432,41.7497,68.484,69.6473,80.7047,72.752,33.5268,66.3065,63.8207,99.8983,60.9066
"1565705_x_at",5.48756,37.941,5.69122,58.7278,52.408,17.1782,32.1448,10.2871,11.4789,29.5421,6.90401,71.9611,7.6298,38.8785,19.4136,29.309,8.39698,72.0465,46.093,47.4619,9.83866,80.7384,12.9163,76.4737
"1565706_at",13.0208,25.1854,6.53897,22.1953,26.9589,14.3321,5.25239,25.3039,25.556,9.44987,10.5251,57.0258,8.682,8.42816,10.9516,5.4952,3.08018,37.1557,7.60277,12.9689,8.24076,7.2148,7.5091,13.2834
"1565713_at",22.6581,3.47681,3.25922,3.433,4.46201,7.25031,2.04083,4.44014,3.30551,3.68931,4.92204,11.2388,9.84978,6.51117,3.08544,2.94346,5.91476,12.4616,4.0339,4.27073,4.27784,8.93295,2.00999,2.94399
"1565714_at",41.7525,12.373,21.3203,14.1335,8.30205,6.56581,51.2039,15.6075,14.8861,83.4364,8.37379,14.7156,9.37467,15.4296,3.76241,4.87988,58.1187,9.71671,12.2081,20.4681,33.0022,13.8893,8.23447,6.91954
"1565715_at",66.18,93.3966,74.7513,18.759,45.3897,26.5968,67.8827,49.0903,29.3275,96.4007,70.98,119.108,45.8191,74.8632,5.0049,32.9278,9.32346,49.0497,53.5664,118.172,71.9551,11.6557,60.7275,100.897
"1565716_at",52.3419,44.5931,41.285,43.0599,40.2294,86.0768,53.0587,94.2631,55.3767,89.0139,106.517,48.4903,40.9202,77.9737,51.3558,87.4894,77.9684,51.8819,94.9193,72.3623,67.4255,44.8481,79.2413,89.839
"1565717_s_at",955.704,940.91,1078.63,1178.78,918.596,1109.63,1340.58,1408.01,1627.81,1603.2,1264.47,1643.57,1101.23,914.926,1066.79,1345.11,1174.3,1119.75,1619.01,1590.84,1986.22,1929.41,1964.86,1892.21
"1565722_at",27.988,23.9013,12.0124,24.1298,2.61953,1.68941,29.8438,35.2275,35.4704,49.9329,18.4876,49.1818,27.9073,38.7127,17.319,23.7383,12.9028,30.2331,29.1958,40.3117,6.11373,28.2527,8.83899,13.2666
"1565723_at",102.909,57.7487,21.4103,34.3961,34.9545,36.2766,33.2446,50.967,56.6075,42.5487,103.047,36.9414,71.9068,65.0132,42.6805,43.2743,37.0722,89.0173,48.6772,55.4475,80.5687,40.9309,61.9319,25.3392
