"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"43977_at",869.052,868.252,919.439,642.526,790.275,790.833,1008.15,1053.49,1071.53,1013.8,987.659,1034.24,780.826,793.797,786.44,721.738,800.808,828.493,964.029,1064.49,981.659,1024.63,1014.85,1138.4
"44040_at",43.4932,10.7359,25.0432,8.12809,13.1695,40.6131,91.3908,75.2711,101.558,92.2953,126.333,110.263,44.8873,46.636,15.7993,5.13433,11.2252,42.2225,133.248,119.643,98.9918,104.382,74.3917,56.4496
"44065_at",340.915,320.508,304.734,347.429,369.751,373.036,565.003,407.614,448.517,497.406,521.384,480.727,306.873,306.887,289.442,372.818,285.074,305.983,521.087,496.809,453.018,487.533,611.056,565.289
"44111_at",1099.3,1005.7,1009.51,1058.61,1086.33,1105.88,1099.93,1064.1,1036.93,939.977,1004.7,946.482,930.244,1105.64,920.967,791.872,1025.2,1020.55,959.26,1075.45,881.597,1125.62,1041.92,1063.86
"44120_at",728.251,682.818,680.026,630.186,596.466,533.378,952.718,964.154,833.044,799.513,823.551,764.162,663.514,708.725,664.822,616.922,694.362,689.096,978.266,891.864,881.201,817.362,860.784,879.918
"44146_at",591.515,631.962,707.175,610.94,652.3,531.923,691.11,628.6,528.331,675.734,566.24,573.49,575.733,606.557,566.762,585.407,605.059,676.586,557.567,633.407,662.522,590.117,593.329,620.919
"44563_at",577.976,636.923,578.171,511.334,527.443,550.386,774.073,772.371,737.406,721.935,788.439,641.501,599.689,541.3,536.69,622.913,523,632.627,652.716,706.787,798.117,793.279,723.046,721.442
"44617_at",714.067,653.861,597.859,601.297,559.501,554.274,635.662,687.2,693.671,646.531,567.471,643.506,643.866,615.386,620.691,557.902,635.435,683.78,637.996,641.081,742.645,593.41,667.861,707.194
"44654_at",2622.9,2586.1,2636.95,2749.63,2628.43,2747.36,2914.39,2953.14,2575.59,2802.01,2772.03,2532.12,2683.68,2672.8,2813.44,2930.86,2886.78,3060.17,2581.5,2616.94,2884.9,2751.24,3000.52,2946.42
"44669_at",687.487,531.259,632.18,597.34,576.835,532.707,441.833,401.403,461.604,516.779,523.362,505.773,569.062,512.344,592.73,572.45,484.656,588.595,486.706,524.052,531.844,402.06,476.173,433.741
"44673_at",78.4092,67.1331,101.272,136.313,132.456,123.951,40.3059,160.143,87.079,110.298,90.0836,60.3651,90.9996,155.318,103.985,49.6274,160.451,158.927,92.8117,71.9934,57.2682,119.296,87.2468,87.2639
"44696_at",1224.98,1253.39,983.586,1216.91,926.457,931.199,1255.72,1182.03,1066.69,1065.61,1161.42,1298.83,1340.63,1009.35,993.103,1050.82,1375.86,1112.43,983.186,1164,1057.89,1032.86,1165.59,1202.67
"44702_at",1025.3,984.638,956.843,947.186,1040.97,972.977,698.438,667.308,754.294,770.265,677.235,747.923,1068.54,1057.46,1027.86,1074.17,1264.7,1250.47,691.955,672.443,720.79,599.446,663.844,707.372
"44783_s_at",5244.42,5131.23,5773.5,6746.05,6237.87,6404.12,143.721,153.208,162.73,165.834,198.076,205.688,4761.05,4276.79,4342.11,4258.37,4258.23,4359.22,150.091,164.012,179.289,213.462,183.299,173.726
"44790_s_at",3.1702,3.09033,11.6308,30.7835,6.60159,2.91337,1.14072,13.9879,0.926966,11.8713,2.42599,1.42244,2.28796,2.0922,10.7862,2.30033,5.31126,0.871789,9.09601,6.92112,20.3707,3.58772,3.3408,0.760748
"44822_s_at",419.909,400.185,355.974,372.166,549.58,429.976,318.124,299.723,291.436,381.138,382.512,329.723,537.036,412.1,546.761,346.336,373.395,464.807,351.006,250.649,342.028,234.606,342.385,264.704
"45288_at",775.047,711.502,720.381,658.608,630.855,656.174,369.757,324.52,347.312,345.546,350.915,360.398,663.338,634.755,705.92,561.651,589.366,594.982,358.916,471.191,384.83,280.42,323.76,331.585
"45297_at",3957.38,3455.38,3413.2,3388.02,3546.16,3381.65,4844.27,3926.75,4211.04,3499.46,3827.04,4101.63,4697.05,4887.69,4634.09,4109.69,5377.65,4892.6,3244.91,3207.32,3556.43,2764.14,3014.19,3227.23
"45526_g_at",2787.68,2743.87,2966.52,2785.25,2876.26,2618.24,2446.52,2305.26,2366.37,2444.68,2422.71,2284.64,2664.98,2572.92,2727.1,2677.12,2870.43,2819.65,2390.64,2473.58,2754.4,2527.55,2640.01,2483.1
"45572_s_at",5388.18,6006.31,6037.04,5913.71,6009.73,5804.5,1881.06,1668.56,1619.42,1655.42,1527.2,1560.89,5603.75,5165.68,5179.24,5342.83,5471.25,5716.16,1799.23,1591.18,1605.69,1614.42,1537.6,1645.65
"45633_at",567.254,640.106,522.619,585.512,546.864,655.336,525.569,498.396,562.722,523.343,558.718,516.729,546.739,592.033,527.778,536.618,512.684,519.62,515.269,442.46,459.197,622.302,509.675,490.098
"45653_at",166.924,137.911,187.478,155.753,178.352,199.261,228.128,226.592,232.245,214.781,191.348,245.023,238.934,229.197,220.586,199.828,212.915,259.266,195.946,200.051,186.966,179.807,241.575,177.18
"45687_at",1146.7,1423.24,1276.95,1231.82,1177.25,1165.41,1576,1620.45,1365.04,1468.71,1403.31,1241.12,1198.69,1313.14,1235.6,1225.93,1157.06,1339.79,1512.34,1499.09,1562.85,1319.45,1613.88,1603.61
"45714_at",526.123,498.56,577.097,559.344,519.548,503.07,1165.82,1094.98,964.054,1070.39,1017.31,1126.02,484.23,496.154,528.262,527.462,524.238,563.54,1039.94,919.584,1108.21,891.759,955.254,1028.79
"45749_at",3132.32,2986.06,3007.46,3106.89,3576.91,3228.02,3658.63,3323.24,3354.15,3250.55,3120.56,3548.24,3488.93,3228.07,3501.25,3564.6,3895.04,3844.22,3053.25,2942.23,3092.2,2885.54,2765.38,2956.29
"45828_at",1819.71,1874.09,1895.82,1952.14,1863.98,1974.58,2170.64,2277.55,1903.69,2017.52,2201.88,2447.39,1856.4,1914.02,2025.91,2130.28,1976.26,2322.36,2095.17,2012.01,2424.53,2146.26,2382.34,2181.88
"46142_at",319.825,257.8,321.103,304.098,326.754,329.808,391.124,354.437,345.722,374.78,347.358,332.355,389.049,333.661,403.467,401.642,388.609,338.387,376.989,436.244,382.158,349.795,335.72,405.276
"46167_at",775.941,742.357,741.692,700.904,683.147,772.984,957.141,933.481,837.568,898.918,855.714,870.363,717.966,778.491,743.896,675.228,600.603,725.674,816.392,785.565,905.332,928.579,906.857,908.476
"46256_at",4011.88,3266.12,3381.32,3308,3356.84,3510.22,2214.63,1816.22,2125.18,2047.41,2131.07,2055,3310.41,3742.61,3487.27,3469.65,2799.72,3315.38,2450.15,2540.3,2096.21,2025.34,2334.42,2291.21
"46270_at",775.103,783.824,731.992,738.522,835.069,802.459,843.7,773.381,757.498,780.443,783.472,742.732,806.309,817.775,815.747,888.912,780.324,769.293,832.566,788.376,734.825,779.191,788.85,744.225
"46323_at",2592.97,2604.03,2651.16,2485.27,2385.55,2575.36,2952.49,2717.6,2591.67,2673.29,2618.87,2408.41,2574.44,2337.53,2379.43,2321.32,2227.12,2623.18,2671.77,2547.57,2672.73,2727.35,2430.61,2724.1
"46665_at",2212.01,2241.04,2199.06,2054.88,2221.03,2074.92,1492.01,1310.66,1475.41,1454.78,1517.39,1200.44,2014.89,2297.86,1972.97,1892.41,2026.86,2221.29,1449.48,1462.17,1443.26,1561.18,1060.15,1504.42
"46947_at",130.428,113.76,148.481,105.181,67.0012,129.749,156.713,162.858,176.904,152.62,110.115,193.234,114.839,91.2802,96.5545,80.2265,135.642,82.15,110.392,129.18,163.033,112.878,136.363,113.125
"47069_at",258.123,353.803,289.8,246.689,288.662,283.859,126.098,203.902,130.904,179.933,182.091,168.466,286.97,237.472,245.239,195.713,316.491,284.133,185.937,176.712,140.686,149.241,124.546,133.908
"47083_at",1096.57,1064.36,1084.84,1063.08,1094.11,1122.17,1073.14,1101.93,1052.85,1077.09,1045.08,939.696,1152.51,1196.09,1263.67,1183.42,1123.3,1195.11,986.145,890.641,995.916,1062.84,1108.99,1039.6
"47105_at",437.366,473.071,404.417,392.23,388.463,508.138,471.11,375.683,331.29,492.393,452.523,385.62,395.962,486.98,484.534,431.372,475.979,455.867,383.225,449.267,354.153,405.674,522.895,504.92
"47530_at",323.615,441.924,340.347,416.429,421.019,420.207,296.92,243.955,301.799,274.813,240.869,271.958,525.862,360.568,318.715,264.726,314.423,302.029,243.045,225.888,248.274,265.528,262.788,230.558
"47550_at",7.77037,5.2218,55.9162,6.32488,8.23016,32.8916,32.2201,25.832,46.7104,3.77295,33.1287,18.7611,7.7019,3.08554,28.8935,32.1033,8.79148,13.1223,27.8087,28.3771,2.02649,8.05485,23.3078,8.36477
"47553_at",24.4997,9.56495,11.6088,6.41822,2.55724,11.5948,29.2882,44.2396,40.2187,29.1747,22.3697,66.5071,30.9239,6.66847,10.0675,10.6157,31.6003,22.2907,43.5001,14.6632,10.1258,6.41026,52.5687,32.1789
"47560_at",648.789,670.342,590.701,569.702,669.455,588.032,268.408,306.722,365.664,323.33,315.341,304.757,638.242,644.791,642.183,542.398,611.28,581.129,272.034,306.109,275.699,326.652,293.589,296.524
"47571_at",286.283,304.584,237.941,286.131,298.476,357.985,298.255,368.487,293.166,358.419,325.465,317.953,346.607,291.794,298.027,301.742,317.082,269.972,351.259,309.283,282.675,332.163,333.088,270.356
"47608_at",709.77,976.471,1180.56,1147.89,999.899,1266.75,1140.96,1016.35,1063.55,900.788,994.113,1001.92,697.472,1320.19,1233.28,920.634,897.233,897.728,1124.97,1141.5,927.471,1025.2,1007.17,1006.74
"47773_at",350.951,294.1,357.861,315.666,357.597,306.21,551.459,566.083,561.096,518.18,658.579,518.491,293.351,337.972,299.722,355.024,278.677,241.814,641.527,580.684,669.808,632.753,590.823,565.044
"48030_i_at",1510.63,1188.75,1473.9,1504.72,1049.97,1041.1,941.492,767.958,1101.02,525.405,947.83,626.608,1314.6,1765.63,1224.52,1132.05,1343.34,1759.95,693.285,633.784,1216.53,518.258,479.426,493.637
"48031_r_at",1130.72,1033.65,1007.95,690.617,566.144,783.013,480.507,541.318,646.503,473.959,431.124,517.997,1176.54,1087.11,1239.54,872.264,976.841,996.542,442.308,460.491,522.909,628.59,409.87,519.451
"48106_at",444.981,370.98,480.548,434.105,517.125,446.164,757.617,739.33,727.951,870.126,802.553,772.224,493.092,465.265,488.083,494.126,578.926,535.201,635.925,657.601,604.334,770.054,714.396,736.87
"48117_at",224.403,298.691,294.039,328.881,233.045,280.658,311.828,376.849,277.196,197.539,272.437,452.627,228.477,338.623,327.412,299.716,250.484,306.261,367.421,303.651,223.135,331.653,319.038,324.205
"48531_at",1873.36,1723.15,1689.16,1718.25,1931.86,2112.66,2045.93,1906.01,1956.21,1948.23,1926.36,1962.14,2057.46,2020.68,2163.24,2103.34,2078.78,2233.29,1627.56,1769.92,1839.28,1555.04,1666.87,1820.19
"48580_at",1610.53,1503.97,1616.83,1391.63,1459.99,1437.59,1776.78,1758.51,1633.01,1680.11,1517.16,1686.88,1613.59,1540.34,1528.23,1605.48,1648.79,1642.28,1650.9,1604.46,1725.07,1566.7,1747.08,1748.1
"48612_at",1318.27,1239.47,1160.56,1148.1,1181.31,1170.32,1012.87,943.359,972.422,913.632,919.399,1159.84,1131.82,1205.49,1109.34,1080.71,1273.88,1363.28,891.633,885.071,1066.13,1038.17,879.139,1035.76
"48659_at",967.165,896.393,895.386,943.561,919.718,866.761,1612.63,1496.7,1469.27,1543.4,1481.88,1406.06,1016.63,1057.68,954.179,1082.55,1142.24,1111.37,1472.21,1512.24,1744.21,1721.13,1806.81,1571.97
"48808_at",462.463,366.812,378.383,449.826,294.993,404.84,637.748,713.761,802.249,804.998,839.225,1109.39,475.285,429.142,321.376,504.149,416.482,645.499,692.447,734.732,354.45,597.361,658.745,788.721
"48825_at",692.93,573.01,634.75,689.558,666.464,681.139,570.68,534.539,548.997,549.205,543.354,516.843,589.218,729.918,644.818,599.859,584.191,764.258,527.049,545.48,616.215,524.184,598.392,507.529
"49049_at",109.363,77.4527,103.253,64.7309,112.667,83.0967,154.098,151.025,174.623,157.312,119.703,258.893,90.3737,85.0228,135.67,109.416,158.949,152.282,76.7223,93.2557,139.143,105.48,80.3592,124.485
"49051_g_at",61.248,28.6655,44.9861,23.6185,10.8609,18.5735,109.307,61.9129,61.9235,63.1941,36.7659,131.914,52.4656,35.5453,27.1416,67.3616,93.8729,65.9467,91.8564,49.8645,85.0928,41.7993,94.9333,73.0617
"49077_at",910.9,924.253,920.162,938.791,954.651,847.787,1162.02,1051.81,1025.87,1078.84,1094.77,927.786,974.1,1063.54,802.18,961.889,1084.3,952.239,1010.04,1031.46,1123.92,965.952,1059.35,1051.72
"49111_at",3296.24,3260.77,3212.49,2987.44,3091.45,3014.4,2273.94,2347.76,2096.85,2218.22,2207.57,2079.66,3854.44,3435.11,3795.66,3589.64,3977.96,3609.39,2666.68,2312.96,2994.91,2069.31,2032.23,2157.21
"49306_at",253.521,233.876,323.155,306.306,217.105,342.442,141.447,120.879,99.4642,97.3424,81.4278,102.396,237.396,275.422,238.435,339.792,267.399,196.663,123.514,133.178,110.479,125.958,92.1703,112.062
"49327_at",392.104,394.161,449.056,425.174,295.606,265.925,453.703,443.967,319.921,340.79,418.964,366.975,436.195,455.715,452.147,469.557,309.86,487.075,306.313,329.06,463.68,341.086,284.023,309.436
"49329_at",720.572,692.344,719.042,588.199,657.393,674.641,752.341,590.12,590.042,621.093,601.358,590.871,778.201,698.829,705.068,707.373,671.418,630.189,612.047,510.566,603.561,639.818,623.706,612.741
"49452_at",194.498,220.486,157.234,176.993,228.062,180.135,166.357,189.622,183.843,198.35,211.902,236.278,130.749,114.056,103.006,113.36,118.242,112.622,199.321,189.887,151.97,167.626,218.236,193.582
"49485_at",734.007,751.066,787.696,785.729,804.432,720.05,819.923,806.956,775.32,724.812,817.034,803.878,743.87,686.801,717.41,729.365,762.483,693.669,809.378,826.275,792.67,817.502,784.208,814.853
"49679_s_at",568.357,633.869,664.124,620.509,610.206,606.187,895.269,846.562,796.264,767.112,836.882,811.849,683.906,687.507,760.043,745.501,775.002,659.877,707.189,540.472,742.398,612.425,612.346,695.356
"49878_at",1430.3,1375.45,1332.53,1242.74,1207.87,1436.14,1770.66,1466,1638.15,1492.97,1527.1,1543.18,1159.88,1219.32,1077.21,1225.11,1206.94,1186.19,1683.07,1637.5,1595.87,1606,1645.52,1732.86
"50221_at",346.951,275.628,386.26,329.329,235.158,351.751,308.744,219.009,281.065,236.173,229.944,206.918,246.104,300.839,276.071,329.951,327.893,251.009,257.942,218.103,222.032,253.753,282.928,205.025
"50277_at",6157.56,5944.47,6441.75,6065.32,6250.41,6090.31,1674.62,1717.06,1544.19,1741.83,1577.97,1662.87,5429.46,5117.15,5634.53,5934.46,5287.89,5760.31,1850.17,1824.62,1816.79,1715.96,1872.89,1610.74
"50314_i_at",342.796,398.802,390.198,339.301,320.752,452.079,665.734,586.772,633.327,497.968,560.119,686.056,414.134,377.659,462.591,462.63,493.11,482.333,486.364,530.55,640.482,566.957,514.766,604.04
"50374_at",1051.76,1022.9,1064.37,1052.75,1048.81,1128.9,1332.79,1370.8,1213.9,1211.66,1205.82,1161.5,932.365,895.083,1024.74,937.876,969.444,999.023,1188.12,1207.74,1487.41,1174.21,1329.41,1275.78
"50376_at",559.472,736.711,613.074,528.503,621.753,603.408,510.365,527.829,562.33,616.307,620.701,542.144,555.049,565.671,547.609,684.099,563.998,488.998,602.116,740.413,569.653,652.838,667.672,709.626
"50400_at",204.678,222.474,206.941,202.73,179.795,175.453,218.734,198.061,157.592,167.442,132.126,122.334,158.62,182.977,151.657,204.879,193.005,166.386,200.138,230.822,222.482,204.832,228.114,202.906
"50965_at",112.914,53.1178,76.9133,91.3643,80.4334,81.5123,33.2715,61.498,98.6312,75.1818,132.279,144.894,72.9804,86.1917,70.4539,72.9768,77.1287,71.9816,107.369,146.197,113.658,67.2686,33.315,53.8351
"51146_at",294.512,305.703,278.248,311.28,354.635,319.205,276.8,261.567,261.964,303.288,240.796,280.832,318.556,363.348,291.678,320.197,299.519,326.324,281.311,334.876,236.072,284.524,302.868,276.675
"51158_at",903.406,788.945,909.071,1166.13,1153.63,1197.94,16.2961,33.0688,1.58087,50.5974,56.5885,61.6262,922.881,855.286,933.008,1005.42,1068.41,935.985,28.4879,5.25368,8.41625,22.5443,43.8207,28.2988
"51176_at",1002.07,966.398,1036.05,1110.24,982.967,1092.7,1075.55,876.765,938.225,987.329,1054.29,837.918,948.848,907.925,954.188,925.748,825.765,981.322,991.296,925.525,927.432,961.71,1064.68,976.853
"51192_at",362.135,498.21,468.758,343.848,374.123,359.328,349.286,550.637,346.323,383.309,302.612,366.242,462.873,353.301,373.569,398.11,501.891,483.262,376.686,410.2,486.137,333.103,343.5,419.663
"51200_at",1527.64,1397.18,1677.22,1837.65,1395.72,1684.88,1917.88,1819.6,1567.4,1937.43,1643.24,1458.58,1617.27,1609.77,1625.51,1727.94,1650.13,1937.93,1710.13,1533.72,2104.83,1581.47,1765.1,1723.62
"51226_at",51.0555,22.417,5.51393,21.1564,42.8892,13.8557,29.9684,19.702,15.1134,9.22064,33.0309,30.1207,19.1021,18.8992,1.29762,39.1024,33.3616,22.185,27.6426,26.9979,3.42971,23.2293,13.954,52.0601
"51228_at",289.175,261.796,251.761,291.38,213.682,246.301,355.658,317.499,316.328,263.656,267.177,343.395,269.295,288.873,240.342,258.543,272.01,231.776,382.389,345.88,273.38,321.75,349.245,324.507
"51774_s_at",613.99,673.988,652.09,527.963,601.302,585.869,503.539,568.58,547.963,537.779,505.758,614.357,621.713,659.408,524.837,542.301,634.508,568.296,548.055,547.043,491.8,575.568,450.343,487.658
"52005_at",677.77,692.822,709.651,604.964,685.502,660.227,1049.87,971.667,901.862,1033.07,883.087,980.932,744.69,811.055,771.078,691.592,1023.77,824.219,883.975,836.81,891.264,845.114,953.47,937.539
"52078_at",1142.57,997.616,1196.58,1088.06,1266.36,1137.57,1565.17,1300.5,1316.84,1311.34,1101.18,1339.16,1202.76,1134.02,1236.54,1249.23,1173.97,1455.82,1174.79,1359.05,1203.06,1472.75,1359.07,1369.28
"52159_at",427.063,361.474,320.876,373.948,416.775,393.43,536.003,582.687,462.835,495.222,475.082,565.167,303.822,326.465,342.837,387.788,358.343,414.859,502.381,446.602,506.399,506.956,470.744,525.139
"52164_at",654.32,636.677,693.768,747.234,717.999,664.782,815.905,720.47,709.023,727.047,780.116,672.328,729.401,790.252,740.952,670.761,728.197,720.738,786.588,802.853,644.639,820.322,783.923,766.12
"52169_at",2550.37,2501.62,2698.92,2271.42,2139.91,2052.97,1962.65,1887.95,1615.39,1696.83,1634.03,1459.64,2251.57,2193.99,2139.59,1883.15,1911.92,2207.6,1816.4,1781.47,1845.86,1671.37,1836.41,1914.65
"52255_s_at",30.0529,57.9186,31.6498,59.3819,10.6943,10.6485,43.6543,83.8092,17.7764,101.863,20.3323,70.3841,38.5951,7.87408,14.3519,13.5733,69.6172,51.4268,29.5735,64.3033,21.5135,29.3084,17.772,10.934
"52285_f_at",760.361,715.644,675.158,811.342,747.503,727.907,483.66,454.178,556.445,541.513,509.878,509.579,719.948,670.853,761.821,601.014,603.647,686.34,509.406,522.808,445.884,498.967,600.374,559.291
"52651_at",69.511,131.312,71.3227,109.916,78.8721,84.6182,93.8354,99.0039,86.7323,131.182,86.2756,99.0326,100.081,90.009,78.2147,63.3555,90.1056,106.811,85.5298,101.604,91.5943,76.8412,72.1712,62.2056
"52731_at",687.081,676.22,660.627,595.558,625.285,667.335,755.74,687.248,747.999,742.924,699.112,639.517,624.092,682.938,470.732,591.97,560.863,555.663,713.329,865.184,628.549,723.53,801.388,680.513
"52741_at",244.153,240.52,249.021,218.767,204.181,218.124,173.709,193.926,218.937,251.699,293.269,253.85,238.274,228.59,257.366,217.537,274.143,275.762,201.989,210.139,204.441,211.135,239.258,239.879
"52837_at",30.0065,50.7062,12.6857,28.6515,54.5946,40.4234,34.3961,47.3602,21.616,33.8708,27.0134,7.87592,32.633,43.2789,24.9859,42.6055,17.4851,12.083,40.1595,24.3844,29.1475,25.2396,28.8222,9.29228
"52940_at",2064.36,1981.53,2420.61,2193.31,2141.67,2302,2447.15,2150.04,2132.53,2129.99,2181.89,2213.99,2312.93,2201.65,2376.47,2467.97,2311.36,2370.15,2328.85,2203.78,2471.44,2034.11,2286.5,2128.05
"52975_at",1202.85,1139.95,930.867,1071.77,971.964,753.486,251.099,265.787,257.824,261.995,289.628,278.643,863.678,1075.82,1381.16,794.198,1100.64,1280.01,235.15,218.408,228.955,224.55,227.754,240.184
"53071_s_at",1149.87,1137.84,1176.81,1203.03,1188.91,1182.62,1288.39,1267.88,1281.17,1268.94,1170.37,1413.21,1072.87,1020.52,997.966,1123.39,1235.98,1208.8,1305.95,1535.87,1090.67,1483.22,1593.75,1511
"53076_at",799.139,693.012,653.224,655.432,667.47,645.348,749.876,691.68,707.631,772.296,796.397,712.802,700.318,748.305,645.495,678.084,682.257,688.093,624.072,708.558,565.004,728.972,655.916,774.347
"53202_at",351.249,297.324,290.74,285.502,224.161,331.583,301.283,265.118,242.767,358.26,275.358,283.237,290.933,329.534,282.229,309.23,227.563,253.131,264.88,321.894,219.784,285.455,320.317,319.701
"53720_at",1092.87,1083,999.375,1235.29,1132.6,1097.31,1326.28,1127.38,1218.76,1101.95,1158.97,1140.69,1080.29,1156.5,1220.41,1081.92,1197.35,1174.89,1271.71,1145.98,1216.46,1062.66,1243.49,1175.8
"53912_at",960.079,589.105,757.269,609.653,751.697,496.707,485.96,460.816,477.189,497.72,596.464,392.778,544.047,644.276,509.489,587.995,600.474,548.245,421.122,455.705,493.281,457.82,556.729,475.587
"53968_at",1191.73,1023.26,1146.14,935.478,1094.31,946.207,1330.78,1155.38,1308.59,1267.66,1442.12,1171.6,1127.15,1079.76,1095.34,1005.23,1045.56,951.918,1275.05,1184.22,1198.5,1324.14,1227.99,1242.7
"53987_at",722.891,819.093,759.244,651.389,717.917,617.636,537.309,481.377,498.936,535.916,475.203,558.22,724.089,720.707,795.753,625.925,759.937,783.727,438.189,540.99,438.277,415.344,460.259,458.791
"53991_at",27.9767,77.95,32.0814,37.6935,38.3729,32.7719,95.4526,64.059,79.7312,52.7984,26.6262,75.5686,28.2318,46.0155,40.295,37.7138,51.5273,73.3167,47.6933,50.0723,64.4182,10.4326,32.7307,77.6396
"54037_at",277.977,212.228,174.045,199.852,239.966,246.401,285.475,293.431,233.701,217.791,263.922,180.447,201.35,223.594,219.414,207.806,221.879,247.564,235.357,215.883,178.135,194.473,237.317,259.959
"54051_at",159.23,189.475,179.522,177.344,168.527,197.06,108.537,144.096,169.082,112.807,98.8811,117.3,149.232,200.022,196.15,137.791,166.503,163.124,147.861,174.654,134.752,129.4,158.26,145.378
